book_id,title,authors
14758,In Her Shoes,Jennifer Weiner
659469,The Hobbit: Graphic Novel,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming"
297673,The Brief Wondrous Life of Oscar Wao,Junot Díaz
37415,Their Eyes Were Watching God,Zora Neale Hurston
41899,Fantastic Beasts and Where to Find Them,"Newt Scamander, J.K. Rowling, Albus Dumbledore"
17851885,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,"Malala Yousafzai, Christina Lamb"
45032,Mansfield Park,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont"
4069,Man's Search for Meaning,Viktor E. Frankl
237209,"In the Woods (Dublin Murder Squad, #1)",Tana French
14743,The God Delusion,Richard Dawkins
8492825,"Where She Went (If I Stay, #2)",Gayle Forman
7069,The World According to Garp,John Irving
78129,"Killing Floor (Jack Reacher, #1)",Lee Child
2932,Robinson Crusoe,"Daniel Defoe, Gerald McCann, Virginia Woolf"
28862,The Prince,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez"
18122,"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman
43889,"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind
6837103,The Kitchen House,Kathleen Grissom
5113,Franny and Zooey,J.D. Salinger
29059,Choke,Chuck Palahniuk
4934,The Brothers Karamazov,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky"
307791,"The City of Ember (Book of Ember, #1)",Jeanne DuPrau
7670,The Andromeda Strain,Michael Crichton
11566,The Green Mile,Stephen King
2547,The Prophet,Kahlil Gibran
15196,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman
2866718,"Untamed (House of Night, #4)","P.C. Cast, Kristin Cast"
7967,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card
11138,Mere Christianity,C.S. Lewis
29044,The Secret History,Donna Tartt
4953,A Heartbreaking Work of Staggering Genius,Dave Eggers
1295,"The Clan of the Cave Bear (Earth's Children, #1)",Jean M. Auel
3685,Black Beauty,Anna Sewell
656,War and Peace,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude"
28676,American Psycho,Bret Easton Ellis
38980,"The Princess Diaries (The Princess Diaries, #1)",Meg Cabot
7061,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith
138398,"The Walking Dead, Vol. 01: Days Gone Bye","Robert Kirkman, Tony Moore"
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke
11422,Redeeming Love,Francine Rivers
27523,"Left Behind (Left Behind, #1)","Tim LaHaye, Jerry B. Jenkins"
18635016,"The One (The Selection, #3)",Kiera Cass
7938275,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",Suzanne Collins
1869,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich
1358844,Remember Me?,Sophie Kinsella
233649,"The Great Hunt (Wheel of Time, #2)",Robert Jordan
6534,"Postmortem (Kay Scarpetta, #1)",Patricia Cornwell
23919,The Complete Stories and Poems,Edgar Allan Poe
561909,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill"
3590,The Adventures of Sherlock Holmes,Arthur Conan Doyle
16735,The Prince of Tides,Pat Conroy
3985,The Amazing Adventures of Kavalier & Clay,Michael Chabon
4268157,"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles
34268,Peter Pan,"J.M. Barrie, Michael Hague"
24768,"Pretties (Uglies, #2)",Scott Westerfeld
11275,The Wind-Up Bird Chronicle,"Haruki Murakami, Jay Rubin"
79885,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",Michael Connelly
49628,Cloud Atlas,David Mitchell
133518,The Things They Carried,Tim O'Brien
114683,Wall and Piece,Banksy
9593911,"Pandemonium (Delirium, #2)",Lauren Oliver
17231,"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay
110494,"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris
34897,"The Dragon Reborn (Wheel of Time, #3)",Robert Jordan
7733,Gulliver's Travels,"Jonathan Swift, Robert DeMaria Jr."
12957,Much Ado About Nothing,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson"
52357,Beowulf,"Unknown, Seamus Heaney"
59980,Batman: Year One,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil"
24817626,Go Set a Watchman,Harper Lee
1044355,When You Are Engulfed in Flames,David Sedaris
8490112,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor
17878931,"Red Queen (Red Queen, #1)",Victoria Aveyard
12609433,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg
386187,Midnight in the Garden of Good and Evil,John Berendt
15717943,"Hopeless (Hopeless, #1)",Colleen Hoover
3008,A Little Princess,"Frances Hodgson Burnett, Nancy Bond"
51737,The Truth About Forever,Sarah Dessen
84119,"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis
6527740,"Last Sacrifice (Vampire Academy, #6)",Richelle Mead
77767,"Little House on the Prairie (Little House, #2)","Laura Ingalls Wilder, Garth Williams"
144974,The Velveteen Rabbit,"Margery Williams Bianco, William   Nicholson"
629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig
8909,The War of the Worlds,"H.G. Wells, Arthur C. Clarke"
162085,"Pretty Little Liars (Pretty Little Liars, #1)",Sara Shepard
231850,Corduroy,Don Freeman
3109,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan
15790842,Life After Life,Kate Atkinson
3462,The Rescue,Nicholas Sparks
107291,Needful Things,Stephen King
10987,"Voyager (Outlander, #3)",Diana Gabaldon
117251,"Hamlet: Screenplay, Introduction And Film Diary","Kenneth Branagh, William Shakespeare"
10603,Cujo,Stephen King
10956,The Virgin Suicides,Jeffrey Eugenides
140077,"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris
32261,Tess of the D'Urbervilles,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet"
2175,Madame Bovary,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall"
378,The Phantom Tollbooth,"Norton Juster, Jules Feiffer"
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson
140082,"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris
248704,It's Kind of a Funny Story,Ned Vizzini
68429,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson
25041504,"After You (Me Before You, #2)",Jojo Moyes
10032672,The Language of Flowers,Vanessa Diffenbaugh
59960,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)","Frank Miller, Klaus Janson, Lynn Varley"
13152,"The Angel Experiment (Maximum Ride, #1)",James Patterson
285092,High Fidelity,Nick Hornby
15925,The Guardian,Nicholas Sparks
46756,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood
1274,"Men Are from Mars, Women Are from Venus",John Gray
33313,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain
7669,Timeline,Michael Crichton
19380,Candide,Voltaire
84981,Tuck Everlasting,Natalie Babbitt
10629,Christine,"Stephen King, Marie Milpois"
197084,Are You My Mother?,P.D. Eastman
222078,The Story of Art,E.H. Gombrich
13206760,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer
69571,"Rich Dad, Poor Dad",Robert T. Kiyosaki
10637766,"Silence (Hush, Hush, #3)",Becca Fitzpatrick
6101718,The Magicians (The Magicians #1),Lev Grossman
13615,"Death Note, Vol. 1: Boredom (Death Note, #1)","Tsugumi Ohba, Takeshi Obata"
3682,"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray
256566,Everything Is Illuminated,Jonathan Safran Foer
15769,"The Bourne Supremacy (Jason Bourne, #2)",Robert Ludlum
16056408,"Easy (Contours of the Heart, #1)",Tammara Webber
58696,David Copperfield,"Charles Dickens, Jeremy Tambling"
693208,The Absolutely True Diary of a Part-Time Indian,"Sherman Alexie, Ellen Forney"
117833,The Master and Margarita,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer"
13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin
357664,Because of Winn-Dixie,"Kate DiCamillo, Chris Sheban"
5148,A Separate Peace,John Knowles
5349,The Rainmaker,John Grisham
3836,Don Quixote,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford"
45107,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb
8695,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",Douglas Adams
7740152,"Torment (Fallen, #2)",Lauren Kate
19321,The Tale of Peter Rabbit,Beatrix Potter
65641,"The Silver Chair (Chronicles of Narnia, #4)","C.S. Lewis, Pauline Baynes"
2767793,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson
68783,"Girl, Interrupted",Susanna Kaysen
40173,"Are You There, Vodka? It's Me, Chelsea",Chelsea Handler
71728,Jonathan Livingston Seagull,"Richard Bach, Russell Munson"
8755785,"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare
310259,Love You Forever,"Robert Munsch, Sheila McGraw"
10567,Cell,Stephen King
16158542,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown
7332,The Silmarillion (Middle-Earth Universe),"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith"
5094,"The Drawing of the Three (The Dark Tower, #2)",Stephen King
3407877,The Forgotten Garden,Kate Morton
17690,The Trial,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod"
22205,This Lullaby,Sarah Dessen
14864,Plain Truth,Jodi Picoult
6314763,Orange Is the New Black,Piper Kerman
8921,The Hound of the Baskervilles,"Arthur Conan Doyle, Anne Perry"
11468377,"Thinking, Fast and Slow",Daniel Kahneman
402045,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley
37732,"Are You There God? It's Me, Margaret",Judy Blume
15926,Nights in Rodanthe,Nicholas Sparks
18775247,"Mr. Mercedes (Bill Hodges Trilogy, #1)",Stephen King
140075,"All Together Dead (Sookie Stackhouse, #7)",Charlaine Harris
5166,Midwives,Chris Bohjalian
420282,The Polar Express,Chris Van Allsburg
125507,The True Story of the 3 Little Pigs,"Jon Scieszka, Lane Smith"
32682,"Patriot Games (Jack Ryan Universe, #2)",Tom Clancy
1431,Veronika Decides to Die,"Paulo Coelho, Margaret Jull Costa"
16071764,"Lean In: Women, Work, and the Will to Lead","Sheryl Sandberg, Nell Scovell"
170210,"Dead as a Doornail (Sookie Stackhouse, #5)",Charlaine Harris
10429045,"Shatter Me (Shatter Me, #1)",Tahereh Mafi
17214,Starship Troopers,Robert A. Heinlein
12033455,I've Got Your Number,Sophie Kinsella
10959,Sophie's World,"Jostein Gaarder, Paulette Møller"
11260526,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)",Mark Cotta Vaz
76778,The Martian Chronicles,Ray Bradbury
7331435,A Visit from the Goon Squad,Jennifer Egan
93,Heidi,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary"
83763,Prey,Michael Crichton
84369,"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis
5064,"World Without End (The Kingsbridge Series, #2)",Ken Follett
1326258,"Chosen (House of Night, #3)","P.C. Cast, Kristin Cast"
13372690,"Slammed (Slammed, #1)",Colleen Hoover
544891,"Beastly (Beastly, #1; Kendra Chronicles, #1)",Alex Flinn
2696,The Canterbury Tales,"Geoffrey Chaucer, Nevill Coghill"
42149,Baby Proof,Emily Giffin
7664041,"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini
10357575,1Q84,"Haruki Murakami, Jay Rubin, Philip Gabriel"
46787,Uncle Tom's Cabin,Harriet Beecher Stowe
480204,The Phantom of the Opera,"Gaston Leroux, Alexander Teixeira de Mattos"
140079,"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris
2526,Blindness,"José Saramago, Giovanni Pontiero"
7905092,Freedom,Jonathan Franzen
15812814,"Crossed (Matched, #2)",Ally Condie
852470,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter
1768603,The White Tiger,Aravind Adiga
3805,The Corrections,Jonathan Franzen
88061,Dreams from My Father: A Story of Race and Inheritance,Barack Obama
7672,Congo,Michael Crichton
46677,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Judith Viorst, Ray Cruz"
5439,Interpreter of Maladies,Jhumpa Lahiri
2767,A People's History of the United States,Howard Zinn
251688,Breakfast at Tiffany's,Truman Capote
6690798,"The Passage (The Passage, #1)",Justin Cronin
2744,Anansi Boys,Neil Gaiman
5664985,Along for the Ride,Sarah Dessen
18693763,Everything I Never Told You,Celeste Ng
9328,The House of the Spirits,"Isabel Allende, Magda Bogin"
11573,The Dead Zone,Stephen King
16343,"The Mysterious Affair at Styles (Hercule Poirot, #1)","Agatha Christie, Ροζίτα Σώκου"
16304,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie
15796700,Americanah,Chimamanda Ngozi Adichie
7494,Suzanne's Diary for Nicholas,James Patterson
233667,Firestarter,Stephen King
15731779,"Entwined with You (Crossfire, #3)",Sylvia Day
6289283,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall
18293427,The Storied Life of A.J. Fikry,Gabrielle Zevin
475339,Madeline,Ludwig Bemelmans
1005,Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century,Napoleon Hill
8337,"Little House in the Big Woods (Little House, #1)","Laura Ingalls Wilder, Garth Williams"
14201,Jonathan Strange & Mr Norrell,Susanna Clarke
3463,A Bend in the Road,Nicholas Sparks
12127810,"The House of Hades (The Heroes of Olympus, #4)",Rick Riordan
2536134,"Gone (Gone, #1)",Michael  Grant
3466,"The Wedding (The Notebook, #2)",Nicholas Sparks
1067,1776,David McCullough
10847,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer
11447921,Beautiful Ruins,Jess Walter
9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama
10569,On Writing: A Memoir of the Craft,Stephen King
1472878,"Firefly Lane (Firefly Lane, #1)",Kristin Hannah
455373,Sphere,Michael Crichton
2120652,Love the One You're With,Emily Giffin
18214414,"The Silkworm (Cormoran Strike, #2)","Robert Galbraith, J.K. Rowling"
43814,"The Vampire Lestat (The Vampire Chronicles, #2)",Anne Rice
9118135,State of Wonder,Ann Patchett
13539044,The Silver Linings Playbook,Matthew Quick
33507,Twenty Thousand Leagues Under the Sea,"Jules Verne, Anthony Bonner"
16181,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",Philippa Gregory
14942,Mrs. Dalloway,"Virginia Woolf, Maureen Howard"
13486632,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,"Jonas Jonasson, Rod Bradbury"
10589,Bag of Bones,Stephen King
4687,The Cider House Rules,John Irving
10605,Thinner,"Richard Bachman, Stephen King"
54479,Around the World in Eighty Days,"Jules Verne, Michael Glencross, Brian W. Aldiss"
53496,Walk Two Moons,Sharon Creech
1430,Eleven Minutes,"Paulo Coelho, Margaret Jull Costa"
4009,Nine Stories,J.D. Salinger
13747,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",Julie Powell
764347,"Unwind (Unwind, #1)",Neal Shusterman
10988,"Drums of Autumn (Outlander, #4)",Diana Gabaldon
13414446,"Prodigy (Legend, #2)",Marie Lu
12938,King Lear,William Shakespeare
12898,Death of a Salesman,Arthur Miller
531350,The Choice,Nicholas Sparks
11742691,The Hunger Games: Official Illustrated Movie Companion,Kate Egan
10975,The Sound and the Fury,William Faulkner
76334,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle
2880,"Bleach, Volume 01",Tite Kubo
17571564,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh
9539,"The Shadow Rising (Wheel of Time, #4)",Robert Jordan
33600,Shantaram,Gregory David Roberts
2233407,"From Dead to Worse (Sookie Stackhouse, #8)",Charlaine Harris
34084,"The Waste Lands (The Dark Tower, #3)","Stephen King, Ned Dameron"
2373,"The Bone Collector (Lincoln Rhyme, #1)",Jeffery Deaver
101299,The Reader,"Bernhard Schlink, Carol Brown Janeway"
759611,"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr., Eric Carle"
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons
5308,The Pearl,John Steinbeck
179780,The Exorcist,William Peter Blatty
7937462,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)",Stephenie Meyer
77142,Snow Falling on Cedars,David Guterson
546018,Roots: The Saga of an American Family,Alex Haley
96358,Batman: The Killing Joke,"Alan Moore, Brian Bolland, Tim Sale"
16981,Invisible Man,Ralph Ellison
43015,A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah
9822,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",Robert C. O'Brien
39662,Different Seasons,Stephen King
114345,"The Little House Collection (Little House, #1-9)","Laura Ingalls Wilder, Garth Williams"
33926,The Girls' Guide to Hunting and Fishing,Melissa Bank
13453029,"Wool Omnibus (Silo, #1)",Hugh Howey
28881,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore
6708,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle
12868761,Let's Pretend This Never Happened: A Mostly True Memoir,Jenny  Lawson
127455,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch
518848,"Sabriel (Abhorsen,  #1)",Garth Nix
5161066,"Dead and Gone (Sookie Stackhouse, #9)",Charlaine Harris
15753740,The Storyteller,Jodi Picoult
12578077,"Obsidian (Lux, #1)",Jennifer L. Armentrout
8694,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",Douglas Adams
17167166,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas
29800,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Bryan Lee O'Malley
6366437,Half Broke Horses,Jeannette Walls
386372,"Mort (Death, #1; Discworld, #4)",Terry Pratchett
6644117,"The Iron King (The Iron Fey, #1)",Julie Kagawa
256008,Lonesome Dove,Larry McMurtry
32145,Stiff: The Curious Lives of Human Cadavers,Mary Roach
8709527,"Bloodlines (Bloodlines, #1)",Richelle Mead
9532,"Ender's Shadow (Ender's Shadow, #1)",Orson Scott Card
6063187,Twenties Girl,Sophie Kinsella
375013,Schindler's List,Thomas Keneally
11337,The Bluest Eye,Toni Morrison
5971165,"The White Queen (The Plantagenet and Tudor Novels, #2)",Philippa Gregory
92057,The Autobiography of Malcolm X,"Malcolm X, Alex Haley"
23754,Preludes & Nocturnes (The Sandman #1),"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger"
110737,Seabiscuit: An American Legend,Laura Hillenbrand
21686,Shutter Island,Dennis Lehane
188572,The Complete Sherlock Holmes,Arthur Conan Doyle
13006,Julius Caesar,"William Shakespeare, Roma Gill"
9938498,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson
30289,The Republic,"Plato, Desmond Lee"
47021,The Taming of the Shrew,William Shakespeare
13206828,"Cress (The Lunar Chronicles, #3)",Marissa Meyer
341879,Just Kids,Patti Smith
567616,The Art Book,Phaidon Press
227941,Jemima J,Jane Green
30597,The Hunchback of Notre-Dame,"Victor Hugo, Walter J. Cobb"
5211,A Fine Balance,Rohinton Mistry
77727,Calvin and Hobbes,"Bill Watterson, G.B. Trudeau"
24765,"Specials (Uglies, #3)",Scott Westerfeld
58345,The Awakening,Kate Chopin
4134071,"Hunted (House of Night, #5)","P.C. Cast, Kristin Cast"
10929,For One More Day,Mitch Albom
32669,"Clear and Present Danger (Jack Ryan Universe, #6)",Tom Clancy
30120,Falling Up,Shel Silverstein
7821447,Sh*t My Dad Says,Justin Halpern
23955,Trainspotting,"Irvine Welsh, Eric Lindor Fall"
